,age,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,subscribed,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,contact_telephone,contact_nan,poutcome_other,poutcome_success,poutcome_nan,TotalLoan
72,33.0,married,0.5,no,0.5207553702283017,1,0,20,apr,0.9656938289466255,1,349,3,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471805599453
73,43.0,married,0.5,no,0.9260832382346929,1,0,20,apr,0.9033315872316499,2,339,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471805599453
74,35.0,single,1.0,no,0.9800493231658736,1,1,20,apr,0.08629581345283585,7,272,3,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0986122886681098
75,36.0,married,0.5,no,0.49616567535530615,1,0,20,apr,0.008547060578458348,5,322,8,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471805599453
76,30.0,single,1.0,no,0.5439507132967857,1,0,20,apr,0.7351701703347931,1,320,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471805599453
77,35.0,divorced,1.0,no,0.6209564481690942,1,0,20,apr,1.3689779111084297,2,335,4,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471805599453
78,31.0,married,0.5,no,1.0410869247904064,1,0,20,apr,0.4996040990220263,1,182,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6931471805599453
79,38.0,married,0.5,no,1.6378590083436761,0,0,4,dec,1.4012041154861776,5,536,5,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
80,31.0,married,0.5,no,0.6671716941566848,1,0,7,dec,0.2359369027741193,1,185,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
81,42.0,married,1.0,no,0.5760136220972695,0,0,7,dec,0.45975819047482663,1,283,3,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
82,32.0,single,0.5,no,2.0356156463393043,0,0,7,dec,0.6034008927036699,1,196,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
83,57.0,divorced,0.0,no,0.7714291834969085,0,0,9,dec,0.43783950476718037,3,191,2,no,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0
84,22.0,single,1.0,no,0.9364601746051503,0,0,10,dec,0.5602287208384611,1,156,1,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
85,45.0,married,1.0,no,1.070975869388057,0,0,10,dec,0.9290840833340646,1,191,4,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
86,40.0,single,1.0,no,1.4610456269593544,0,0,14,dec,0.7413240359091715,1,195,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
87,35.0,married,1.0,no,1.3954347196600305,0,0,14,dec,0.7535193090029898,1,194,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
88,64.0,married,0.0,no,0.5455584306848825,0,0,14,dec,0.2919647342437818,2,111,1,no,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
89,43.0,married,0.5,no,0.7958013346200287,0,0,16,dec,0.8606963555872139,1,124,2,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
90,46.0,married,1.0,no,0.5182821620426549,1,0,17,dec,0.4917609215610004,1,199,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
91,47.0,married,0.5,no,0.5182821620426549,1,0,17,dec,0.326613869656956,1,231,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
92,56.0,married,0.5,no,0.6685931585040622,0,1,17,dec,0.3450192971996712,1,206,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
93,52.0,married,0.5,no,0.5956863876959745,1,0,17,dec,0.36607270639750356,2,205,3,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
94,31.0,single,1.0,no,0.7382013709329679,0,0,17,dec,0.5651187061326529,6,196,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
95,29.0,married,0.5,no,0.6707215736388885,0,0,18,dec,1.0710543446044518,6,199,1,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
96,44.0,married,0.5,no,0.8710700730097128,1,0,21,dec,0.3837722834969045,2,202,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
97,40.0,single,0.5,no,0.7979878105808995,1,0,21,dec,0.3172825422280717,5,202,17,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
98,49.0,married,0.5,no,0.8356472431672284,0,0,21,dec,0.9640585056058947,7,131,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
99,48.0,married,0.5,no,1.0150599258502706,0,0,24,dec,1.1636871466380603,3,133,3,no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
100,59.0,married,1.0,no,1.2794312155775294,0,0,24,dec,0.6866886005205335,1,206,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
101,49.0,married,0.5,no,1.4238678416843142,0,0,24,dec,0.21192202657024545,3,202,2,no,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
102,32.0,single,1.0,no,0.7471049746812364,0,0,24,dec,0.7615676421858181,1,203,1,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
103,47.0,married,0.5,no,1.415321497248682,0,1,28,dec,0.5868324663564372,1,220,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
104,35.0,single,1.0,no,1.9327559982488332,1,0,28,dec,0.4433643806991502,1,122,3,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
105,36.0,married,1.0,no,0.7490728336304768,1,1,29,dec,0.36309207825936585,1,246,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
106,30.0,single,1.0,no,1.3066269583860193,1,0,30,dec,0.467855400707446,2,218,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
107,40.0,married,0.5,no,1.3468934515520303,1,0,30,dec,0.36607270639750356,3,232,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
108,33.0,married,1.0,no,0.8843229319201311,0,0,2,feb,0.2855338439134914,2,174,4,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
109,36.0,single,0.5,no,0.6220731428691694,1,1,2,feb,0.2983545323425529,1,273,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
110,53.0,married,0.5,no,0.7591788691122796,0,0,2,feb,0.6266037897833338,1,272,2,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
111,44.0,married,0.5,no,0.6328040506524769,1,0,2,feb,0.7059405320198548,1,259,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
112,31.0,single,1.0,no,0.9010680372471561,1,0,2,feb,0.5577747318768944,1,264,3,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
113,46.0,married,0.5,no,0.6578825955658802,1,0,2,feb,0.8981005378140973,1,180,3,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
114,47.0,married,0.5,no,0.6528448015359231,1,1,2,feb,0.3720074419173182,1,273,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
115,37.0,married,0.0,no,0.5543549688142184,1,0,2,feb,0.9770668191188956,1,245,4,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
116,32.0,single,0.5,no,0.5186947884153342,0,0,2,feb,0.25607181118317524,1,208,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
117,46.0,divorced,0.5,no,0.4415357078687161,0,0,2,feb,0.4812067338823102,1,214,2,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
118,47.0,divorced,0.5,no,0.5701530856908097,0,0,2,feb,0.36607270639750356,2,222,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
119,38.0,married,0.5,no,0.7901569170003516,1,0,2,feb,0.43228393492257833,1,272,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
120,56.0,divorced,0.5,no,0.6044333535232613,1,0,2,feb,0.3749616538147496,2,249,2,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
121,37.0,married,0.5,no,0.7127051894596018,1,0,2,feb,0.18375114960354894,1,255,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
122,55.0,married,0.5,no,0.5203435934055181,0,0,2,feb,0.7535193090029898,1,206,2,no,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
123,45.0,married,0.5,no,0.8917367098182719,1,1,2,feb,0.5404260935422814,1,208,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
124,39.0,married,0.5,no,0.5182821620426549,0,0,2,feb,1.4127649378872535,1,193,3,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
125,52.0,married,0.5,no,0.6272679597462734,0,1,2,feb,0.24605503293970396,1,203,3,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
126,36.0,single,0.0,no,0.6593173160415404,0,0,2,feb,0.6425313164794351,1,221,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
127,39.0,single,1.0,no,0.9266320856688878,1,0,2,feb,0.7164780373226406,1,242,2,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
128,53.0,married,1.0,no,0.6889805078650995,1,0,2,feb,0.40974776990016526,1,249,2,no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
129,26.0,single,0.5,no,1.3679355973957483,0,0,2,feb,0.45432339448886977,1,5,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
130,51.0,married,0.5,no,0.9975800634365417,1,0,2,feb,0.5478981083809825,1,199,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
131,47.0,divorced,0.5,no,0.6002595663979394,1,0,2,feb,0.7016942411384036,1,271,4,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
132,49.0,single,0.5,no,0.3540380678011848,1,0,2,feb,0.32970506222662893,1,207,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
133,37.0,divorced,0.5,no,0.7079367880538625,1,0,2,feb,1.059219886957449,2,273,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
134,40.0,married,0.5,no,0.5677992203434811,1,0,2,feb,0.7080569349262323,1,241,3,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
135,45.0,married,1.0,no,0.6816467924396292,1,0,2,feb,0.6515201410478683,1,206,2,no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
136,48.0,married,0.5,no,0.7322212866664963,1,0,2,feb,0.23932100075835974,1,250,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
137,45.0,divorced,0.0,no,0.6055686421977061,0,0,2,feb,0.31415264921914393,1,235,1,no,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
138,58.0,divorced,0.5,no,0.8934398041839448,1,0,2,feb,0.6626437262665307,1,202,4,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
139,60.0,married,0.5,no,0.656086295460094,0,0,2,feb,0.32040266956431535,1,216,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
140,40.0,single,1.0,no,0.5575346217315982,1,1,2,feb,0.2494051198249858,1,252,1,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098
141,36.0,divorced,0.5,no,0.47871471111047015,1,0,2,feb,0.567554760930534,1,252,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
142,54.0,married,0.5,no,0.7106643724247492,1,0,2,feb,0.36309207825936585,1,186,3,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
143,40.0,divorced,0.5,no,0.7082781432372423,1,0,2,feb,0.43506557788445505,1,266,7,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471805599453
144,39.0,single,0.5,no,0.7441459062718779,1,0,2,feb,0.5202233862247619,1,258,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
145,31.0,single,0.5,no,0.5362785577554859,0,0,2,feb,0.6034008927036699,5,175,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
146,32.0,married,0.5,no,0.6309620902864154,1,0,2,feb,0.21538823454673156,1,257,2,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
147,47.0,married,0.5,no,0.733886011539049,1,0,2,feb,1.1296006837192485,1,258,2,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
148,34.0,married,0.5,no,0.3996733625078041,1,1,2,feb,0.30470376002121147,1,252,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
149,38.0,married,0.5,no,0.6364778240717177,0,1,2,feb,0.6888460986605546,1,214,1,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
150,38.0,married,1.0,no,0.687587749979796,1,0,2,feb,0.6582091291986648,1,269,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
151,40.0,married,0.0,no,0.6735524318634125,1,0,2,feb,0.6034008927036699,1,271,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
152,56.0,married,0.5,no,0.7967389811959922,0,0,2,feb,0.842380825280781,2,208,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
153,36.0,married,0.5,no,0.7171127232942216,1,0,2,feb,1.2882981737914732,1,272,1,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471805599453
